1,50,50,2
1,50,50,2
1,50,50,10
1,63,38,8
1,67,33,3
1,67,33,9
1,67,33,9
1,70,30,10
1,71,29,7
1,73,27,11
1,75,25,4
1,75,25,4
1,75,25,8
1,78,22,9
1,78,22,9
1,80,20,5
1,80,20,5
1,80,20,5
1,80,20,5
1,80,20,20
1,82,18,11
1,82,18,11
1,83,17,6
1,83,17,6
1,83,17,6
1,83,17,12
1,84,16,19
1,85,15,13
1,85,15,13
1,86,14,7
1,86,14,7
1,86,14,14
1,87,13,15
1,87,13,15
1,88,12,25
1,88,13,8
1,88,13,8
1,88,13,8
1,88,13,8
1,89,11,9
1,89,11,9
1,90,10,10
1,90,10,10
1,90,10,21
1,91,9,11
1,91,9,22
1,92,8,12
1,92,8,13
1,93,7,14
1,93,7,15
1,93,7,15
1,93,7,15
1,93,7,15
1,93,7,15
1,93,7,15
1,94,6,17
1,94,6,17
1,94,6,18
1,94,6,18
1,95,5,20
1,95,5,20
1,95,5,21
1,96,4,23
1,96,4,23
1,96,4,24
1,96,4,24
1,96,4,48
1,96,4,53
1,96,4,57
1,100,0,1
1,100,0,1
1,100,0,1
1,100,0,1
1,100,0,1
1,100,0,1
1,100,0,2
1,100,0,2
1,100,0,2
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,3
1,100,0,5
1,100,0,5
1,100,0,5
1,100,0,5
1,100,0,5
1,100,0,5
1,100,0,5
1,100,0,6
1,100,0,6
1,100,0,7
1,100,0,7
1,100,0,7
1,100,0,7
1,100,0,7
1,100,0,7
1,100,0,8
1,100,0,8
1,100,0,8
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,9
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,10
1,100,0,11
1,100,0,11
1,100,0,11
1,100,0,11
1,100,0,11
1,100,0,11
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,12
1,100,0,13
1,100,0,13
1,100,0,13
1,100,0,14
1,100,0,14
1,100,0,14
1,100,0,14
1,100,0,14
1,100,0,14
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,15
1,100,0,17
1,100,0,17
1,100,0,17
1,100,0,17
1,100,0,18
1,100,0,18
1,100,0,18
1,100,0,18
1,100,0,18
1,100,0,18
1,100,0,19
1,100,0,19
1,100,0,19
1,100,0,20
1,100,0,20
1,100,0,20
1,100,0,21
1,100,0,21
1,100,0,21
1,100,0,21
1,100,0,21
1,100,0,21
1,100,0,23
1,100,0,24
1,100,0,24
1,100,0,25
1,100,0,26
1,100,0,27
1,100,0,35
1,100,0,46
2,0,100,1
2,0,100,1
2,0,100,1
2,0,100,2
2,0,100,2
2,0,100,2
2,0,100,2
2,0,100,2
2,0,100,2
2,0,100,3
2,0,100,3
2,0,100,3
2,0,100,5
2,0,100,5
2,0,100,5
2,0,100,5
2,0,100,5
2,0,100,6
2,0,100,6
2,0,100,6
2,0,100,6
2,0,100,6
2,0,100,7
2,0,100,7
2,0,100,7
2,0,100,7
2,0,100,7
2,0,100,7
2,0,100,8
2,0,100,8
2,0,100,9
2,0,100,9
2,0,100,9
2,0,100,9
2,0,100,9
2,0,100,10
2,0,100,10
2,0,100,11
2,0,100,11
2,0,100,11
2,0,100,12
2,0,100,12
2,0,100,12
2,0,100,12
2,0,100,12
2,0,100,12
2,0,100,12
2,0,100,13
2,0,100,13
2,0,100,13
2,0,100,14
2,0,100,14
2,0,100,14
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,15
2,0,100,16
2,0,100,16
2,0,100,16
2,0,100,17
2,0,100,17
2,0,100,18
2,0,100,18
2,0,100,18
2,0,100,18
2,0,100,18
2,0,100,20
2,0,100,20
2,0,100,20
2,0,100,20
2,0,100,20
2,0,100,21
2,0,100,21
2,0,100,21
2,0,100,22
2,0,100,23
2,0,100,23
2,0,100,23
2,0,100,24
2,0,100,24
2,0,100,24
2,0,100,24
2,0,100,26
2,0,100,27
2,5,95,19
2,5,95,20
2,5,95,21
2,5,95,21
2,5,95,21
2,6,94,16
2,6,94,17
2,6,94,18
2,6,94,18
2,6,94,18
2,7,93,14
2,7,93,14
2,7,93,15
2,7,93,15
2,8,92,12
2,8,92,12
2,8,92,12
2,8,92,12
2,8,92,13
2,8,92,13
2,8,92,13
2,8,92,13
2,8,92,13
2,9,91,23
2,10,90,10
2,10,90,10
2,10,90,10
2,11,89,9
2,11,89,9
2,11,89,9
2,11,89,9
2,11,89,18
2,11,89,19
2,13,87,15
2,13,88,8
2,13,88,16
2,13,88,16
2,13,88,24
2,14,86,7
2,14,86,14
2,15,85,20
2,17,83,12
2,17,83,12
2,17,83,12
2,17,83,12
2,17,83,12
2,17,83,23
2,18,82,11
2,18,82,11
2,20,80,5
2,20,80,5
2,20,80,10
2,21,79,14
2,22,78,9
2,22,78,9
2,25,75,4
2,25,75,4
2,25,75,4
2,25,75,8
2,28,72,18
2,29,71,7
2,31,69,13
2,33,67,9
2,33,67,12
2,33,67,18
2,38,63,16
2,39,61,28
2,40,60,5
2,40,60,10
2,43,57,14
2,46,54,13
2,50,50,2
2,50,50,2
2,50,50,8
2,54,46,48
2,60,40,5
2,60,40,15
2,63,37,41
2,65,35,52
2,67,33,12
2,75,25,4
2,80,20,5
2,80,20,55
2,86,14,22
2,89,11,9
2,93,7,14
2,93,7,27
2,100,0,2
2,100,0,2
2,100,0,7
2,100,0,7
2,100,0,9
2,100,0,15
3,0,100,1
3,0,100,10
3,2,98,47
3,11,89,9
3,17,83,23
3,23,77,47
3,25,75,12
3,25,75,16
3,25,75,20
3,29,71,7
3,29,71,14
3,35,65,17
3,38,63,16
3,40,60,5
3,43,57,54
3,45,55,11
3,45,55,22
3,45,55,51
3,46,54,26
