trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
57,66,8,76,17.24,15,441.42,335.2,353,311,115,321,4,1,500,41.0255389138422,45,-135
90,66,8,108,17.74,14.39,459.65,281.58,269,298,149,329,4,1,300,39.0476241673041,45,-135
10159,66,8,106,15.43,14.99,398.08,308.58,309,347,100,349,1,4,100,44.1713219882682,45,-135
10163,66,8,96,15.64,23.17,404.89,499.45,393,333,143,347,1,4,400,55.980225307565,45,-135
10239,66,8,80,17.16,12.95,441.33,293.25,289,325,141,335,4,1,300,37.0404678875402,45,-135
20264,66,8,106,14.42,20.18,357.46,451.67,315,356,149,368,4,1,500,54.4515805921948,45,-135
20316,66,8,84,18.19,13.77,459.24,289.67,321,311,126,316,4,1,200,37.1260618682744,45,-135
20331,66,8,110,16.71,15.7,392.53,296.6,379,413,114,413,1,4,100,43.2150566117969,45,-135
30394,66,8,106,15.12,18.37,388.46,412.74,289,348,123,365,4,1,100,50.5428490604505,45,-135
30425,66,8,100,18.93,14.5,482.88,319.65,285,355,127,390,1,4,0,37.4513899534007,45,-135
30449,66,8,104,16.25,15.97,387.19,306.09,325,335,127,338,4,1,100,44.5020976279345,45,-135
40494,66,8,88,19.46,16.07,491.65,346.61,281,339,134,363,1,4,100,39.549775085034,45,-135
40560,66,8,102,14.86,22.05,382.4,479.92,307,320,146,328,1,4,500,56.0230675072459,45,-135
40571,66,8,86,18.3,12.86,434.22,273.15,275,351,137,371,4,1,100,35.0969497192134,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
13,66,1,66,14.2,2.48,359.69,56.66,261,325,149,337,1,4,100,9.90666925365063,-0,-180
41,66,1,96,15.19,3.59,396.84,60.18,279,302,133,317,1,4,0,13.2972712832104,-0,-180
118,66,1,66,18.11,-2.51,465.92,-76.93,269,339,144,352,1,4,400,-7.89078040952295,-0,-180
10129,66,1,68,13.46,4.04,342.14,92.05,229,361,127,361,1,4,500,16.7070544547077,-0,-180
20171,66,1,60,2.88,5.48,74.9,132.85,-37,494,139,566,1,4,100,62.2759437640286,-0,-180
19,66,2,88,-19.14,13.83,-518.74,308.98,257,338,139,396,1,4,0,144.149233633005,-45,135
65,66,2,110,-18.56,8.74,-492.31,160.08,301,319,159,351,1,4,200,154.784011322814,-45,135
99,66,2,98,-19.99,12.25,-547.99,267.9,267,296,125,353,1,4,0,148.499766112156,-45,135
10142,66,2,90,-18.78,12.42,-503.13,265.5,345,313,163,362,1,4,200,146.521667576357,-45,135
20177,66,2,84,-19.71,11.38,-530.28,243.62,405,349,131,388,1,4,400,149.999070817944,-45,135
14,66,3,66,-1.35,-17.65,-44.42,-449.85,253,363,195,419,1,4,0,-94.3738804954081,-90,90
62,66,3,56,4.22,-4.85,111.29,-122.77,61,312,162,340,1,4,200,-48.9733690991272,-90,90
119,66,3,64,-1.06,-14.89,-44.31,-386.84,309,321,157,353,1,4,200,-94.0719436751578,-90,90
10138,66,3,68,-1.79,-20.21,-63.45,-503.68,221,277,159,315,1,4,0,-95.0614804388601,-90,90
20146,66,3,64,-2.02,-18.74,-60.17,-482.06,261,285,187,310,1,4,400,-96.152205330425,-90,90
40,66,4,68,-18.96,-19.84,-479.15,-493.58,273,327,176,384,4,1,100,-133.700730844796,-135,45
48,66,4,68,-19.68,-14.79,-491.39,-382.17,297,351,168,383,4,1,0,-143.074244921681,-135,45
108,66,4,68,-15.1,-22.79,-386.41,-568.23,295,364,143,407,4,1,0,-123.527312376204,-135,45
10136,66,4,76,-15.6,-17.31,-388.68,-387.35,279,331,154,371,4,1,400,-132.025592438075,-135,45
20168,66,4,66,-16.13,-18.33,-420.48,-475.46,253,313,145,349,4,1,500,-131.347072569898,-135,45
20,66,5,70,13.55,3.71,352.46,76.38,235,298,162,326,4,1,400,15.3123500782181,-180,0
80,66,5,68,15.34,2.99,384.28,66.4,257,331,164,363,4,1,0,11.0295312239805,-180,0
116,66,5,58,2.92,5.97,70.7,146.57,83,332,188,381,4,1,100,63.9361777144315,-180,0
10144,66,5,70,16.03,-1.14,394.67,-32.66,231,321,144,356,4,1,0,-4.06783568209778,-180,0
20157,66,5,64,13.96,2.48,359.28,59.38,265,318,167,349,4,1,300,10.0735248711641,-180,0
24,66,6,68,13.55,-18.86,339.58,-489.22,269,357,173,372,4,1,400,-54.3045778064071,135,-45
46,66,6,72,14.33,-20.95,347.34,-518.96,277,381,151,398,4,1,0,-55.6274994462144,135,-45
114,66,6,64,13.81,-12.81,350.52,-329.49,287,347,144,364,4,1,300,-42.8486532432197,135,-45
10121,66,6,66,13.21,-21.59,327.76,-550.88,249,349,172,369,1,4,400,-58.5393146233483,135,-45
20149,66,6,70,13.15,-22.8,328.81,-562.74,241,333,216,378,4,1,200,-60.0256128024319,135,-45
29,66,7,66,-1.82,12.44,-51.58,312,-31,242,177,306,4,1,500,98.3234507074429,90,-90
75,66,7,76,0.74,16.06,12.43,378.31,219,346,163,367,4,1,400,87.3618362896466,90,-90
120,66,7,72,0.77,20.25,15.5,496.44,349,400,163,429,4,1,200,87.8223947800897,90,-90
10132,66,7,66,3.29,18.36,80.31,473.25,397,389,162,409,1,4,200,79.8407692297157,90,-90
20156,66,7,76,0.31,18.86,0.26,443.58,261,322,169,339,4,1,300,89.0583196002694,90,-90
36,66,8,108,16.84,17.46,420.77,345.2,301,306,158,322,4,1,300,46.0355543775553,45,-135
56,66,8,108,17.63,13.29,431.49,244.97,307,342,149,368,4,1,500,37.0100356077989,45,-135
97,66,8,106,17.78,16.62,450.33,366.06,279,317,133,341,1,4,100,43.0686648357131,45,-135
20172,66,8,80,17.45,19.8,437.29,450.28,233,294,149,296,1,4,300,48.6098490746588,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
13,66,1,66,14.2,2.48,359.69,56.66,261,325,149,337,1,4,100,9.90666925365063,-0,-180
41,66,1,96,15.19,3.59,396.84,60.18,279,302,133,317,1,4,0,13.2972712832104,-0,-180
118,66,1,66,18.11,-2.51,465.92,-76.93,269,339,144,352,1,4,400,-7.89078040952295,-0,-180
10129,66,1,68,13.46,4.04,342.14,92.05,229,361,127,361,1,4,500,16.7070544547077,-0,-180
20171,66,1,60,2.88,5.48,74.9,132.85,-37,494,139,566,1,4,100,62.2759437640286,-0,-180
19,66,2,88,-19.14,13.83,-518.74,308.98,257,338,139,396,1,4,0,144.149233633005,-45,135
65,66,2,110,-18.56,8.74,-492.31,160.08,301,319,159,351,1,4,200,154.784011322814,-45,135
99,66,2,98,-19.99,12.25,-547.99,267.9,267,296,125,353,1,4,0,148.499766112156,-45,135
10142,66,2,90,-18.78,12.42,-503.13,265.5,345,313,163,362,1,4,200,146.521667576357,-45,135
20177,66,2,84,-19.71,11.38,-530.28,243.62,405,349,131,388,1,4,400,149.999070817944,-45,135
14,66,3,66,-1.35,-17.65,-44.42,-449.85,253,363,195,419,1,4,0,-94.3738804954081,-90,90
62,66,3,56,4.22,-4.85,111.29,-122.77,61,312,162,340,1,4,200,-48.9733690991272,-90,90
119,66,3,64,-1.06,-14.89,-44.31,-386.84,309,321,157,353,1,4,200,-94.0719436751578,-90,90
10138,66,3,68,-1.79,-20.21,-63.45,-503.68,221,277,159,315,1,4,0,-95.0614804388601,-90,90
20146,66,3,64,-2.02,-18.74,-60.17,-482.06,261,285,187,310,1,4,400,-96.152205330425,-90,90
40,66,4,68,-18.96,-19.84,-479.15,-493.58,273,327,176,384,4,1,100,-133.700730844796,-135,45
48,66,4,68,-19.68,-14.79,-491.39,-382.17,297,351,168,383,4,1,0,-143.074244921681,-135,45
108,66,4,68,-15.1,-22.79,-386.41,-568.23,295,364,143,407,4,1,0,-123.527312376204,-135,45
10136,66,4,76,-15.6,-17.31,-388.68,-387.35,279,331,154,371,4,1,400,-132.025592438075,-135,45
20168,66,4,66,-16.13,-18.33,-420.48,-475.46,253,313,145,349,4,1,500,-131.347072569898,-135,45
20,66,5,70,13.55,3.71,352.46,76.38,235,298,162,326,4,1,400,15.3123500782181,-180,0
80,66,5,68,15.34,2.99,384.28,66.4,257,331,164,363,4,1,0,11.0295312239805,-180,0
116,66,5,58,2.92,5.97,70.7,146.57,83,332,188,381,4,1,100,63.9361777144315,-180,0
10144,66,5,70,16.03,-1.14,394.67,-32.66,231,321,144,356,4,1,0,-4.06783568209778,-180,0
20157,66,5,64,13.96,2.48,359.28,59.38,265,318,167,349,4,1,300,10.0735248711641,-180,0
24,66,6,68,13.55,-18.86,339.58,-489.22,269,357,173,372,4,1,400,-54.3045778064071,135,-45
46,66,6,72,14.33,-20.95,347.34,-518.96,277,381,151,398,4,1,0,-55.6274994462144,135,-45
114,66,6,64,13.81,-12.81,350.52,-329.49,287,347,144,364,4,1,300,-42.8486532432197,135,-45
10121,66,6,66,13.21,-21.59,327.76,-550.88,249,349,172,369,1,4,400,-58.5393146233483,135,-45
20149,66,6,70,13.15,-22.8,328.81,-562.74,241,333,216,378,4,1,200,-60.0256128024319,135,-45
29,66,7,66,-1.82,12.44,-51.58,312,-31,242,177,306,4,1,500,98.3234507074429,90,-90
75,66,7,76,0.74,16.06,12.43,378.31,219,346,163,367,4,1,400,87.3618362896466,90,-90
120,66,7,72,0.77,20.25,15.5,496.44,349,400,163,429,4,1,200,87.8223947800897,90,-90
10132,66,7,66,3.29,18.36,80.31,473.25,397,389,162,409,1,4,200,79.8407692297157,90,-90
20156,66,7,76,0.31,18.86,0.26,443.58,261,322,169,339,4,1,300,89.0583196002694,90,-90
36,66,8,108,16.84,17.46,420.77,345.2,301,306,158,322,4,1,300,46.0355543775553,45,-135
56,66,8,108,17.63,13.29,431.49,244.97,307,342,149,368,4,1,500,37.0100356077989,45,-135
97,66,8,106,17.78,16.62,450.33,366.06,279,317,133,341,1,4,100,43.0686648357131,45,-135
20172,66,8,80,17.45,19.8,437.29,450.28,233,294,149,296,1,4,300,48.6098490746588,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
3,66,1,0,0,0,0,0,-99999,481,192,530,1,4,100,0,-0,-180
59,66,1,66,18.9,-2.01,487.44,-64.56,381,375,147,402,1,4,0,-6.07054304005152,-0,-180
98,66,1,66,22.48,0.22,590.39,-15.97,301,327,132,855,1,32,0,0.560705920754002,-0,-180
10135,66,1,64,15.65,0.31,397.82,0.48,307,303,118,334,1,4,500,1.13478397124472,-0,-180
10187,66,1,66,16.25,-2.13,417.64,-70.31,269,316,133,319,4,1,300,-7.46758144740784,-0,-180
10237,66,1,90,13.77,2.57,366.37,34.6,257,324,130,349,1,4,100,10.5719150858811,-0,-180
20241,66,1,66,16.83,-0.09,436.87,-16.75,261,318,153,321,4,1,400,-0.30639162227071,-0,-180
20305,66,1,66,18.28,-2.66,466.4,-82.05,299,316,159,324,1,4,500,-8.2792412382324,-0,-180
20341,66,1,62,14.68,-5.24,382.51,-149.56,311,330,138,346,4,1,0,-19.643933538643,-0,-180
30388,66,1,66,17.14,-3.3,432.98,-99.59,263,303,135,314,1,4,300,-10.897924981395,-0,-180
30403,66,1,66,16.83,-1.48,431.49,-62.78,251,301,102,310,1,4,200,-5.02556021106552,-0,-180
1,66,2,102979,100000.73,100001.98,-6.02,8.02,-104286,460,170,515,1,4,200,45.0003580937698,-45,135
52,66,2,74,-16.97,12.11,-433.44,272.52,303,313,130,342,1,4,400,144.487880711745,-45,135
91,66,2,70,20.82,-21.46,523.18,-545.69,595,419,108,447,1,4,0,-45.8672303345014,-45,135
10140,66,2,68,-19.41,12.36,-501.64,295.42,297,317,118,331,1,4,0,147.511620694515,-45,135
10163,66,2,70,-21.19,11.49,-553.59,292.37,259,292,130,317,1,4,100,151.531816751311,-45,135
10230,66,2,66,-18.1,11.11,-468.83,270.9,295,301,141,340,1,4,400,148.457891760829,-45,135
20264,66,2,68,-21.47,11.82,-556.88,298.72,257,280,134,320,1,4,500,151.165649665297,-45,135
20306,66,2,80,-19.77,10.66,-514.61,225.39,355,352,127,363,1,4,300,151.666417900681,-45,135
20321,66,2,68,-19.32,14.92,-507.5,367.07,249,306,124,314,1,4,0,142.322644008426,-45,135
30397,66,2,70,-20.15,13.22,-517.65,324.1,279,318,106,327,1,4,100,146.731944624732,-45,135
30419,66,2,74,-22.09,11.58,-566.49,255.92,283,282,101,285,1,4,300,152.335613085307,-45,135
27,66,3,62,-1.25,-14.01,-41.48,-366.72,211,275,126,283,1,4,400,-95.0985426515162,-90,90
53,66,3,62,-1.19,-14.34,-43.28,-373.32,419,540,132,577,4,1,100,-94.743801287694,-90,90
111,66,3,66,-1.37,-21.35,-50.48,-548.86,213,316,148,353,1,4,400,-93.6715571765656,-90,90
10150,66,3,66,-1.07,-18.82,-39.78,-487.08,309,377,119,385,4,1,0,-93.2540146500652,-90,90
10192,66,3,64,1.49,-12.3,27.83,-338.81,321,347,136,365,1,4,200,-83.0929463219076,-90,90
10236,66,3,64,-1.52,-18.39,-48.61,-485.31,261,353,133,359,1,4,100,-94.7249631775784,-90,90
20265,66,3,62,-0.58,-11.99,-21.95,-312.41,309,322,97,327,4,1,300,-92.7694468501915,-90,90
20287,66,3,58,-2.25,-11.9,-65.91,-326.31,267,316,121,332,1,4,400,-100.70684127964,-90,90
20332,66,3,66,0.38,-12.38,0.72,-312,287,343,145,353,1,4,300,-88.2418770303266,-90,90
30378,66,3,62,-1.21,-13.89,-36.99,-362.6,275,329,108,340,4,1,200,-94.9786406285503,-90,90
30407,66,3,62,-0.71,-12.92,-22.1,-336.24,277,330,111,778,1,64,200,-93.1454433227247,-90,90
11,66,4,70,-17.17,-20.18,-435.48,-508.4,291,383,159,415,4,1,300,-130.392546412897,-135,45
57,66,4,66,-17.29,-18.4,-438.17,-467.88,299,333,161,402,4,1,100,-133.218609657366,-135,45
109,66,4,68,-18.06,-22.85,-455.95,-572.9,267,320,138,343,4,1,400,-128.321856478863,-135,45
10143,66,4,68,-16.85,-13.93,-431.14,-332.7,267,324,156,362,4,1,500,-140.419248674987,-135,45
10197,66,4,66,-18.1,-17.34,-459.1,-453.5,263,335,132,357,4,1,100,-136.228502235271,-135,45
10228,66,4,68,-17.3,-15.94,-430.9,-398.51,245,273,150,344,4,1,0,-137.342924882767,-135,45
20277,66,4,68,-20.33,-20.01,-517.81,-510.38,247,323,136,370,4,1,100,-135.454493427988,-135,45
20300,66,4,68,-18.45,-19.1,-473.42,-471.6,211,275,174,316,4,1,500,-134.008294606252,-135,45
20334,66,4,76,-16.44,-33.17,-358.06,-976.01,221,300,165,349,4,1,500,-116.364329890716,-135,45
30395,66,4,100869,99998.6,99999.73,-5.13,10.6,-102606,297,129,359,4,1,0,45.0003237238573,-135,45
4,66,5,72,-40.12,37.67,1294.91,-2059.99,99,415,212,557,4,1,300,136.803937178061,-180,0
50,66,5,64,17.07,-3.51,441.47,-106.49,251,294,140,330,4,1,200,-11.6194272599524,-180,0
87,66,5,68,17.11,-6.29,434.05,-162.68,243,297,135,333,4,1,100,-20.1845015524032,-180,0
10141,66,5,64,17.13,-1.56,438.17,-53.96,247,297,184,350,4,1,400,-5.20347608585527,-180,0
10179,66,5,64,16.61,-5.49,431.14,-156.6,221,265,155,317,4,1,300,-18.2899489674038,-180,0
10231,66,5,66,15.89,-1.36,405.14,-48.63,273,339,158,376,4,1,0,-4.89193342170265,-180,0
20253,66,5,68,17.59,-4.44,438.24,-121.68,195,282,160,332,4,1,200,-14.1664609244347,-180,0
20295,66,5,64,17.59,-5.5,454.76,-151.41,353,355,194,433,4,1,100,-17.3632975984891,-180,0
20356,66,5,64,15.74,-1.51,409.53,-44.78,273,280,135,315,4,1,500,-5.47983924769665,-180,0
30363,66,5,66,17.49,-5.19,442.35,-151.34,213,276,145,315,4,1,500,-16.5277815530983,-180,0
30418,66,5,66,16.09,-5.17,411.35,-152.01,271,285,149,318,4,1,400,-17.8131253314507,-180,0
17,66,6,66,12.29,-18.45,315.1,-468.95,269,335,167,380,4,1,200,-56.33143720697,135,-45
51,66,6,66,13.88,-17.71,359.54,-466.05,249,319,193,350,4,1,200,-51.9128520855917,135,-45
96,66,6,68,15.8,-21.04,397.58,-559.92,263,334,168,373,4,1,0,-53.0952615074238,135,-45
10130,66,6,66,14.3,-10.63,367.76,-278.98,253,317,166,350,4,1,200,-36.6255125949984,135,-45
10186,66,6,66,12.93,-20.03,333.95,-518.81,263,329,181,371,4,1,500,-57.1564751733441,135,-45
10233,66,6,66,13.82,-20.71,347.94,-535.95,251,329,195,365,4,1,300,-56.2844024413941,135,-45
20251,66,6,68,15.13,-19.52,372.42,-485.33,223,308,163,345,4,1,500,-52.2206482653912,135,-45
20286,66,6,68,14.75,-18.36,358.17,-466.8,287,360,175,401,4,1,0,-51.2224088107022,135,-45
20339,66,6,64,12.66,-12.78,324.29,-331.51,305,426,174,438,4,1,400,-45.2702611064941,135,-45
30384,66,6,66,11.9,-20.62,297.76,-535.69,225,307,168,339,4,1,500,-60.0103429743346,135,-45
30428,66,6,68,13.82,-21.51,347.81,-545.13,251,331,196,395,4,1,400,-57.2795851012851,135,-45
18,66,7,56,-5.98,1.39,-160.79,38.2,213,365,175,423,4,1,300,166.914448705792,90,-90
67,66,7,66,0.15,15.08,-9.3,379.26,229,335,174,365,4,1,100,89.4301005638997,90,-90
106,66,7,66,-2.82,-9.16,-61.73,-228.9,295,328,186,379,4,1,500,-107.111519361667,90,-90
10142,66,7,64,-1.53,12.57,-43.51,320.03,275,346,182,385,4,1,300,96.9398117119487,90,-90
10167,66,7,64,-1.61,-14.41,-49.01,-377.17,247,304,144,309,4,1,400,-96.3751015844007,90,-90
10209,66,7,66,-0.52,16.77,-19.71,429.05,223,312,145,335,4,1,0,91.7760442533587,90,-90
20243,66,7,64,-0.73,16.45,-24.23,427.55,247,326,180,365,4,1,300,92.5409419686668,90,-90
20297,66,7,66,-0.41,18.2,-17.56,462.28,313,343,185,386,4,1,200,91.2905108226266,90,-90
20328,66,7,64,-0.16,17.13,-7.43,443.69,287,357,151,391,4,1,200,90.5351464182348,90,-90
30383,66,7,66,-0.65,16.14,-23.99,409.27,465,537,182,633,4,1,100,92.3062045882053,90,-90
30415,66,7,70,-0.1,-13.76,-13.37,-327.03,339,567,148,591,4,1,0,-90.416386415983,90,-90
15,66,8,80,17.98,18.84,441.08,424.69,305,330,145,355,4,1,100,46.3380068679159,45,-135
42,66,8,68,15.67,11.98,393.94,307.01,381,307,127,314,1,4,500,37.3985701226026,45,-135
99,66,8,78,21.17,12.91,523.27,284.95,285,295,142,306,4,1,300,31.3758922561121,45,-135
10131,66,8,70,18.36,15.76,461.87,384.28,343,326,135,330,4,1,400,40.6423889750661,45,-135
10170,66,8,70,16.1,12.52,412.42,299.33,335,301,118,311,4,1,500,37.8700558297022,45,-135
10238,66,8,80,16.28,11.72,414.19,257.64,291,309,136,326,4,1,200,35.7501785497029,45,-135
20274,66,8,86,15.23,14.7,389.28,321.28,331,382,134,416,4,1,100,43.9855132082892,45,-135
20290,66,8,76,17.36,14.74,443.02,337.48,283,287,144,296,4,1,200,40.3338653433927,45,-135
20360,66,8,102983,100000.64,100002.38,-0,20.8,-102646,327,116,329,1,4,300,45.0004984657549,45,-135
30390,66,8,74,19.33,15.93,488.58,380.83,465,307,147,316,4,1,300,39.4921944488496,45,-135
30402,66,8,76,16.14,14.41,409.6,320.88,319,312,127,331,4,1,100,41.7588887731937,45,-135
trial,stack,class,duration,H_amp,V_amp,H_vel,V_vel,EyeRT,ArmRT,arm_duration,ArmRT2,button1,button2,delay,sac ang,targR,targL
3,66,1,0,0,0,0,0,-99999,481,192,530,1,4,100,0,-0,-180
59,66,1,66,18.9,-2.01,487.44,-64.56,381,375,147,402,1,4,0,-6.07054304005152,-0,-180
98,66,1,66,22.48,0.22,590.39,-15.97,301,327,132,855,1,32,0,0.560705920754002,-0,-180
10135,66,1,64,15.65,0.31,397.82,0.48,307,303,118,334,1,4,500,1.13478397124472,-0,-180
10187,66,1,66,16.25,-2.13,417.64,-70.31,269,316,133,319,4,1,300,-7.46758144740784,-0,-180
10237,66,1,90,13.77,2.57,366.37,34.6,257,324,130,349,1,4,100,10.5719150858811,-0,-180
20241,66,1,66,16.83,-0.09,436.87,-16.75,261,318,153,321,4,1,400,-0.30639162227071,-0,-180
20305,66,1,66,18.28,-2.66,466.4,-82.05,299,316,159,324,1,4,500,-8.2792412382324,-0,-180
20341,66,1,62,14.68,-5.24,382.51,-149.56,311,330,138,346,4,1,0,-19.643933538643,-0,-180
30388,66,1,66,17.14,-3.3,432.98,-99.59,263,303,135,314,1,4,300,-10.897924981395,-0,-180
30403,66,1,66,16.83,-1.48,431.49,-62.78,251,301,102,310,1,4,200,-5.02556021106552,-0,-180
1,66,2,102979,100000.73,100001.98,-6.02,8.02,-104286,460,170,515,1,4,200,45.0003580937698,-45,135
52,66,2,74,-16.97,12.11,-433.44,272.52,303,313,130,342,1,4,400,144.487880711745,-45,135
91,66,2,70,20.82,-21.46,523.18,-545.69,595,419,108,447,1,4,0,-45.8672303345014,-45,135
10140,66,2,68,-19.41,12.36,-501.64,295.42,297,317,118,331,1,4,0,147.511620694515,-45,135
10163,66,2,70,-21.19,11.49,-553.59,292.37,259,292,130,317,1,4,100,151.531816751311,-45,135
10230,66,2,66,-18.1,11.11,-468.83,270.9,295,301,141,340,1,4,400,148.457891760829,-45,135
20264,66,2,68,-21.47,11.82,-556.88,298.72,257,280,134,320,1,4,500,151.165649665297,-45,135
20306,66,2,80,-19.77,10.66,-514.61,225.39,355,352,127,363,1,4,300,151.666417900681,-45,135
20321,66,2,68,-19.32,14.92,-507.5,367.07,249,306,124,314,1,4,0,142.322644008426,-45,135
30397,66,2,70,-20.15,13.22,-517.65,324.1,279,318,106,327,1,4,100,146.731944624732,-45,135
30419,66,2,74,-22.09,11.58,-566.49,255.92,283,282,101,285,1,4,300,152.335613085307,-45,135
27,66,3,62,-1.25,-14.01,-41.48,-366.72,211,275,126,283,1,4,400,-95.0985426515162,-90,90
53,66,3,62,-1.19,-14.34,-43.28,-373.32,419,540,132,577,4,1,100,-94.743801287694,-90,90
111,66,3,66,-1.37,-21.35,-50.48,-548.86,213,316,148,353,1,4,400,-93.6715571765656,-90,90
10150,66,3,66,-1.07,-18.82,-39.78,-487.08,309,377,119,385,4,1,0,-93.2540146500652,-90,90
10192,66,3,64,1.49,-12.3,27.83,-338.81,321,347,136,365,1,4,200,-83.0929463219076,-90,90
10236,66,3,64,-1.52,-18.39,-48.61,-485.31,261,353,133,359,1,4,100,-94.7249631775784,-90,90
20265,66,3,62,-0.58,-11.99,-21.95,-312.41,309,322,97,327,4,1,300,-92.7694468501915,-90,90
20287,66,3,58,-2.25,-11.9,-65.91,-326.31,267,316,121,332,1,4,400,-100.70684127964,-90,90
20332,66,3,66,0.38,-12.38,0.72,-312,287,343,145,353,1,4,300,-88.2418770303266,-90,90
30378,66,3,62,-1.21,-13.89,-36.99,-362.6,275,329,108,340,4,1,200,-94.9786406285503,-90,90
30407,66,3,62,-0.71,-12.92,-22.1,-336.24,277,330,111,778,1,64,200,-93.1454433227247,-90,90
11,66,4,70,-17.17,-20.18,-435.48,-508.4,291,383,159,415,4,1,300,-130.392546412897,-135,45
57,66,4,66,-17.29,-18.4,-438.17,-467.88,299,333,161,402,4,1,100,-133.218609657366,-135,45
109,66,4,68,-18.06,-22.85,-455.95,-572.9,267,320,138,343,4,1,400,-128.321856478863,-135,45
10143,66,4,68,-16.85,-13.93,-431.14,-332.7,267,324,156,362,4,1,500,-140.419248674987,-135,45
10197,66,4,66,-18.1,-17.34,-459.1,-453.5,263,335,132,357,4,1,100,-136.228502235271,-135,45
10228,66,4,68,-17.3,-15.94,-430.9,-398.51,245,273,150,344,4,1,0,-137.342924882767,-135,45
20277,66,4,68,-20.33,-20.01,-517.81,-510.38,247,323,136,370,4,1,100,-135.454493427988,-135,45
20300,66,4,68,-18.45,-19.1,-473.42,-471.6,211,275,174,316,4,1,500,-134.008294606252,-135,45
20334,66,4,76,-16.44,-33.17,-358.06,-976.01,221,300,165,349,4,1,500,-116.364329890716,-135,45
30395,66,4,100869,99998.6,99999.73,-5.13,10.6,-102606,297,129,359,4,1,0,45.0003237238573,-135,45
4,66,5,72,-40.12,37.67,1294.91,-2059.99,99,415,212,557,4,1,300,136.803937178061,-180,0
50,66,5,64,17.07,-3.51,441.47,-106.49,251,294,140,330,4,1,200,-11.6194272599524,-180,0
87,66,5,68,17.11,-6.29,434.05,-162.68,243,297,135,333,4,1,100,-20.1845015524032,-180,0
10141,66,5,64,17.13,-1.56,438.17,-53.96,247,297,184,350,4,1,400,-5.20347608585527,-180,0
10179,66,5,64,16.61,-5.49,431.14,-156.6,221,265,155,317,4,1,300,-18.2899489674038,-180,0
10231,66,5,66,15.89,-1.36,405.14,-48.63,273,339,158,376,4,1,0,-4.89193342170265,-180,0
20253,66,5,68,17.59,-4.44,438.24,-121.68,195,282,160,332,4,1,200,-14.1664609244347,-180,0
20295,66,5,64,17.59,-5.5,454.76,-151.41,353,355,194,433,4,1,100,-17.3632975984891,-180,0
20356,66,5,64,15.74,-1.51,409.53,-44.78,273,280,135,315,4,1,500,-5.47983924769665,-180,0
30363,66,5,66,17.49,-5.19,442.35,-151.34,213,276,145,315,4,1,500,-16.5277815530983,-180,0
30418,66,5,66,16.09,-5.17,411.35,-152.01,271,285,149,318,4,1,400,-17.8131253314507,-180,0
17,66,6,66,12.29,-18.45,315.1,-468.95,269,335,167,380,4,1,200,-56.33143720697,135,-45
51,66,6,66,13.88,-17.71,359.54,-466.05,249,319,193,350,4,1,200,-51.9128520855917,135,-45
96,66,6,68,15.8,-21.04,397.58,-559.92,263,334,168,373,4,1,0,-53.0952615074238,135,-45
10130,66,6,66,14.3,-10.63,367.76,-278.98,253,317,166,350,4,1,200,-36.6255125949984,135,-45
10186,66,6,66,12.93,-20.03,333.95,-518.81,263,329,181,371,4,1,500,-57.1564751733441,135,-45
10233,66,6,66,13.82,-20.71,347.94,-535.95,251,329,195,365,4,1,300,-56.2844024413941,135,-45
20251,66,6,68,15.13,-19.52,372.42,-485.33,223,308,163,345,4,1,500,-52.2206482653912,135,-45
20286,66,6,68,14.75,-18.36,358.17,-466.8,287,360,175,401,4,1,0,-51.2224088107022,135,-45
20339,66,6,64,12.66,-12.78,324.29,-331.51,305,426,174,438,4,1,400,-45.2702611064941,135,-45
30384,66,6,66,11.9,-20.62,297.76,-535.69,225,307,168,339,4,1,500,-60.0103429743346,135,-45
30428,66,6,68,13.82,-21.51,347.81,-545.13,251,331,196,395,4,1,400,-57.2795851012851,135,-45
18,66,7,56,-5.98,1.39,-160.79,38.2,213,365,175,423,4,1,300,166.914448705792,90,-90
